,Date,Action,Company,Target,Broker,Company Symbol,Price at Announcement,Updated Price
271,"February 11, 2021",Buy,KEI Industries,586, Anand Rathi,KEI.NS,495.2999877929688,495.2999877929688
273,"February 10, 2021",Buy,UTI Asset Management Company,650, HDFC Securities,UTIAMC.NS,560.8499755859375,560.8499755859375
274,"February 10, 2021",Buy,JK Lakshmi Cement,460, HDFC Securities,JKLAKSHMI.NS,373.5,373.5
275,"February 10, 2021",Buy,Mastek,1500, HDFC Securities,MASTEK.NS,1108.199951171875,1108.199951171875
276,"February 10, 2021",Buy,KEC International,476, HDFC Securities,KEC.NS,423.70001220703125,423.70001220703125
277,"February 10, 2021",Buy,CDSL,580, HDFC Securities,CDSL.NS,521.5,521.5
279,"February 10, 2021",Buy,DLF,320, HDFC Securities,DLF.NS,311.3999938964844,311.3999938964844
280,"February 10, 2021",Buy,Cummins,810, HDFC Securities,CUMMINSIND.NS,795.2000122070312,795.2000122070312
282,"February 10, 2021",Buy,State Bank of India,455, HDFC Securities,SBIN.NS,392.25,392.25
283,"February 10, 2021",Buy,Dalmia Bharat,1470, HDFC Securities,DALMIASUG.NS,141.75,141.75
285,"February 10, 2021",Buy,Kolte Patil Developers,321, HDFC Securities,KOLTEPATIL.NS,254.1499938964844,254.1499938964844
286,"February 10, 2021",Buy,Ashoka Buildcon,175, HDFC Securities,ASHOKA.NS,111.8000030517578,111.8000030517578
287,"February 10, 2021",Buy,Cholamandalam Investment and Finance Company,502, HDFC Securities,CHOLAFIN.NS,467.75,467.75
289,"February 10, 2021",Buy,Torrent Pharmaceuticals,3290, ICICI Direct,TORNTPHARM.NS,2586.10009765625,2586.10009765625
290,"February 10, 2021",Buy,Transport Corporation of India,320, ICICI Direct,TCI.NS,250.1000061035156,250.1000061035156
291,"February 10, 2021",Buy,Trent,820, ICICI Direct,TRENT.NS,690.8499755859375,690.8499755859375
292,"February 10, 2021",Buy,Triveni Engineering,100, ICICI Direct,TRIVENI.NS,71.8499984741211,71.8499984741211
293,"February 10, 2021",Buy,Somany Ceramics,500, ICICI Direct,SOMANYCERA.NS,392.5,392.5
294,"February 10, 2021",Buy,SKF India,2890, ICICI Direct,SKFINDIA.NS,2388.14990234375,2388.14990234375
295,"February 10, 2021",Buy,PNC Infratech,300, ICICI Direct,PNCINFRA.NS,263.85000610351557,263.85000610351557
296,"February 10, 2021",Buy,PI Industries,2845, ICICI Direct,PIIND.NS,2229.550048828125,2229.550048828125
297,"February 10, 2021",Buy,NRB Bearings,150, ICICI Direct,NIBL.NS,10.5,10.5
298,"February 10, 2021",Buy,Narayana Hrudayalaya,580, ICICI Direct,NH.NS,468.70001220703125,468.70001220703125
301,"February 10, 2021",Buy,Indian Hotels,150, ICICI Direct,INDHOTEL.NS,126.8499984741211,126.8499984741211
302,"February 10, 2021",Buy,Hero MotoCorp,4000, ICICI Direct,HEROMOTOCO.NS,3538.949951171875,3538.949951171875
304,"February 10, 2021",Buy,Gujarat Gas,505, ICICI Direct,GUJGASLTD.NS,453.2999877929688,453.2999877929688
305,"February 10, 2021",Buy,Gabriel India,150, ICICI Direct,GABRIEL.NS,115.8000030517578,115.8000030517578
306,"February 10, 2021",Buy,Elgi Equipments,210, ICICI Direct,ELGIEQUIP.NS,169.6999969482422,169.6999969482422
307,"February 10, 2021",Buy,EIH,125, ICICI Direct,EIHOTEL.NS,97.4000015258789,97.4000015258789
309,"February 10, 2021",Buy,Gabriel India,150, ICICI Direct,GABRIEL.NS,115.8000030517578,115.8000030517578
310,"February 10, 2021",Buy,Elgi Equipments,210, ICICI Direct,ELGIEQUIP.NS,169.6999969482422,169.6999969482422
311,"February 10, 2021",Buy,EIH,125, ICICI Direct,EIHOTEL.NS,97.4000015258789,97.4000015258789
313,"February 10, 2021",Buy,Dhampur Sugar,210, ICICI Direct,DHAMPURSUG.NS,171.60000610351562,171.60000610351562
314,"February 10, 2021",Buy,Dalmia Bharat Sugar,200, ICICI Direct,DALMIASUG.NS,141.75,141.75
315,"February 10, 2021",Buy,Container Corporation of India,560, ICICI Direct,CONCOR.NS,500.25,500.25
316,"February 10, 2021",Buy,Cadila Healthcare,555, ICICI Direct,CADILAHC.NS,469.5,469.5
317,"February 10, 2021",Buy,Brigade Enterprises,320, ICICI Direct,BRIGADE.NS,285.6499938964844,285.6499938964844
318,"February 10, 2021",Buy,Bharti Airtel,730, ICICI Direct,BHARTIARTL.NS,590.2000122070312,590.2000122070312
319,"February 10, 2021",Buy,Balkrishna Industries,2100, ICICI Direct,BALKRISIND.NS,1648.25,1648.25
320,"February 10, 2021",Buy,Bajaj Electricals,1075, ICICI Direct,BAJAJELEC.NS,1022.3499755859376,1022.3499755859376
321,"February 10, 2021",Buy,Apollo Tyres,300, ICICI Direct,APOLLOTYRE.NS,249.1499938964844,249.1499938964844
323,"February 09, 2021",Buy,KEC International,440, Dolat Capital Market,KEC.NS,423.8999938964844,423.8999938964844
324,"February 09, 2021",Buy,Nucleus Software Exports,650, Dolat Capital Market,NUCLEUS.NS,539.0,539.0
325,"February 09, 2021",Buy,Radico Khaitan,625, Dolat Capital Market,RADICO.NS,516.2000122070311,516.2000122070311
326,"February 09, 2021",Buy,Aarti Industries,1547, Dolat Capital Market,AARTIIND.NS,1234.6500244140625,1234.6500244140625
327,"February 09, 2021",Buy,Sudarshan Chemical Industries,621, Dolat Capital Market,SUDARSCHEM.NS,500.5,500.5
328,"February 09, 2021",Buy,MPS,570, Dolat Capital Market,MPSLTD.NS,470.0,470.0
329,"February 09, 2021",Buy,ICICI Bank,640, Dolat Capital Market,ICICIBANK.NS,633.3499755859375,633.3499755859375
331,"February 09, 2021",Buy,Laurus Labs,426, Dolat Capital Market,LAURUSLABS.NS,360.70001220703125,360.70001220703125
332,"February 09, 2021",Buy,Cipla,940, Dolat Capital Market,CIPLA.NS,841.75,841.75
333,"February 09, 2021",Buy,JK Lakshmi Cement,446, Dolat Capital Market,JKLAKSHMI.NS,378.7999877929688,378.7999877929688
334,"February 09, 2021",Buy,Gujarat Gas,461, Dolat Capital Market,GUJGASLTD.NS,461.8500061035156,461.8500061035156
335,"February 09, 2021",Buy,Intellect Design,435, Dolat Capital Market,INTELLECT.NS,441.1499938964844,441.1499938964844
336,"February 09, 2021",Buy,Alkem Laboratories,3242, Dolat Capital Market,ALKEM.NS,2875.5,2875.5
337,"February 09, 2021",Buy,Minda Corporation,125, Dolat Capital Market,MINDACORP.NS,93.8499984741211,93.8499984741211
338,"February 09, 2021",Buy,Jubilant Foodworks,2981, Dolat Capital Market,JUBLFOOD.NS,2802.0,2802.0
339,"February 09, 2021",Buy,Ajanta Pharma,2208, Dolat Capital Market,AJANTPHARM.NS,1807.300048828125,1807.300048828125
340,"February 09, 2021",Buy,NIIT,220, Dolat Capital Market,NIITLTD.NS,192.1999969482422,192.1999969482422
341,"February 09, 2021",Buy,Dalmia Bharat,1514, Dolat Capital Market,DALMIASUG.NS,141.75,141.75
342,"February 09, 2021",Buy,PNC Infratech,349, Dolat Capital Market,PNCINFRA.NS,259.70001220703125,259.70001220703125
343,"February 09, 2021",Buy,ICICI Bank,680, Sharekhan,ICICIBANK.NS,633.3499755859375,633.3499755859375
344,"February 09, 2021",Buy,Sun Pharmaceutical Industries,700, Sharekhan,SUNPHARMA.NS,623.5999755859375,623.5999755859375
345,"February 09, 2021",Buy,Dabur India,605, Sharekhan,DABUR.NS,525.1500244140625,525.1500244140625
346,"February 09, 2021",Buy,Tata Motors,328, Sharekhan,TATAMTRDVR.NS,133.64999389648438,133.64999389648438
347,"February 09, 2021",Buy,Shree Cement,27000, Sharekhan,SHREDIGCEM.NS,57.79999923706055,57.79999923706055
349,"February 09, 2021",Buy,LIC Housing Finance,450, Sharekhan,LICHSGFIN.NS,438.8999938964844,438.8999938964844
350,"February 09, 2021",Buy,Atul,7540, Sharekhan,ATULAUTO.NS,184.5,184.5
351,"February 09, 2021",Buy,Mahindra Logistics,562, Sharekhan,MAHLOG.NS,489.45001220703125,489.45001220703125
352,"February 09, 2021",Buy,Cholamandalam Investment and Finance Company,520, Sharekhan,CHOLAFIN.NS,459.0499877929688,459.0499877929688
353,"February 09, 2021",Buy,Zydus Wellness,2300, Sharekhan,ZYDUSWELL.NS,1896.800048828125,1896.800048828125
354,"February 09, 2021",Buy,Amber Enterprises,3170, Sharekhan,AMBER.NS,2905.89990234375,2905.89990234375
355,"February 09, 2021",Buy,Intellect Design Arena,500, Sharekhan,INTELLECT.NS,441.1499938964844,441.1499938964844
356,"February 09, 2021",Buy,Greenlam Industries,1100, Sharekhan,GREENLAM.NS,887.6500244140625,887.6500244140625
358,"February 09, 2021",Buy,PI Industries,2740, Sharekhan,PIIND.NS,2222.800048828125,2222.800048828125
359,"February 09, 2021",Buy,Astral Poly Technik,2100, Sharekhan,ASTRAL.NS,1522.4300537109375,1522.4300537109375
360,"February 09, 2021",Buy,The Ramco Cements,1000, Sharekhan,RAMCOCEM.NS,929.9500122070312,929.9500122070312
361,"February 09, 2021",Buy,Indian Hotels Company,155, Sharekhan,INDHOTEL.NS,124.3499984741211,124.3499984741211
362,"February 09, 2021",Buy,City Union Bank,225, Sharekhan,CUB.NS,166.64999389648438,166.64999389648438
363,"February 09, 2021",Buy,Castrol India,150, Sharekhan,CASTROLIND.NS,130.39999389648438,130.39999389648438
364,"February 09, 2021",Buy,Carborundum Universal,540, Sharekhan,CARBORUNIV.NS,526.7000122070311,526.7000122070311
366,"February 09, 2021",Buy,Solara Active Pharma Sciences,1700, Sharekhan,SOLARA.NS,1508.0999755859375,1508.0999755859375
367,"February 09, 2021",Buy,Wonderla Holidays,227, Sharekhan,WONDERLA.NS,205.1000061035156,205.1000061035156
368,"February 09, 2021",Buy,State Bank of India,460, Sharekhan,SBIN.NS,394.7999877929688,394.7999877929688
369,"February 09, 2021",Buy,Bharti Airtel,750, Sharekhan,BHARTIARTL.NS,598.9500122070312,598.9500122070312
370,"February 09, 2021",Buy,NTPC,140, Sharekhan,NTPC.NS,99.9499969482422,99.9499969482422
371,"February 09, 2021",Buy,Apollo Tyres,290, Sharekhan,APOLLOTYRE.NS,243.5,243.5
372,"February 09, 2021",Buy,Vinati Organics,1550, Sharekhan,VINATIORGA.NS,1259.6500244140625,1259.6500244140625
373,"February 09, 2021",Buy,Sundram Fasteners,700, Sharekhan,SUNDRMFAST.NS,592.7000122070312,592.7000122070312
374,"February 09, 2021",Buy,V-Guard Industries,311, Sharekhan,VGUARD.NS,229.0,229.0
375,"February 09, 2021",Buy,Strides Pharma Science,1020, Sharekhan,STAR.NS,849.9000244140625,849.9000244140625
378,"February 09, 2021",Buy,Arvind,68, Sharekhan,ARVSMART.NS,100.9000015258789,100.9000015258789
379,"February 09, 2021",Buy,Housing Development Finance Corporation,3100, Sharekhan,HDFC.NS,2747.050048828125,2747.050048828125
380,"February 09, 2021",Buy,Dixon Technologies,18700, Sharekhan,DIXON.NS,3547.550048828125,3547.550048828125
382,"February 09, 2021",Buy,Coromandel International,1000, Sharekhan,COROMANDEL.NS,770.0999755859375,770.0999755859375
383,"February 09, 2021",Buy,Mastek,1400, Sharekhan,MASTEK.NS,1092.449951171875,1092.449951171875
384,"February 09, 2021",Buy,Relaxo Footwears,1005, Sharekhan,RELAXO.NS,878.9000244140625,878.9000244140625
385,"February 09, 2021",Buy,JK Lakshmi Cement,410, Sharekhan,JKLAKSHMI.NS,378.7999877929688,378.7999877929688
386,"February 09, 2021",Buy,Indian Oil Corporation,115, Sharekhan,IOC.NS,97.6999969482422,97.6999969482422
387,"February 09, 2021",Buy,Triveni Turbine,105, Sharekhan,TRITURBINE.NS,96.8000030517578,96.8000030517578
388,"February 09, 2021",Buy,Indigo Paints,3885, Equity99,INDIGOPNTS.NS,2704.85009765625,2704.85009765625
389,"February 08, 2021",Buy,Laurus Labs,410, Sharekhan,LAURUSLABS.NS,357.25,357.25
390,"February 08, 2021",Buy,Exide Industries,229, Sharekhan,EXIDEIND.NS,214.5500030517578,214.5500030517578
391,"February 08, 2021",Buy,Persistent Systems,1770, Sharekhan,PERSISTENT.NS,1774.75,1774.75
392,"February 08, 2021",Buy,KEC International,435, Sharekhan,KEC.NS,423.25,423.25
393,"February 08, 2021",Buy,Quess Corp,715, Sharekhan,QUESS.NS,706.4000244140625,706.4000244140625
394,"February 08, 2021",Buy,KEI Industries,540, Sharekhan,KEI.NS,501.3999938964844,501.3999938964844
395,"February 08, 2021",Buy,Sudarshan Chemical Industries,615, Sharekhan,SUDARSCHEM.NS,509.8999938964844,509.8999938964844
396,"February 08, 2021",Buy,Cummins India,765, Sharekhan,CUMMINSIND.NS,792.25,792.25
397,"February 08, 2021",Buy,AU Small Finance Bank,1060, Sharekhan,AUBANK.NS,1032.3499755859377,1032.3499755859377
398,"February 08, 2021",Buy,UPL,632, Sharekhan,UPL.NS,538.2999877929689,538.2999877929689
399,"February 08, 2021",Buy,Lupin,1350, Sharekhan,LUPIN.NS,1072.5999755859377,1072.5999755859377
400,"February 08, 2021",Buy,Cipla,950, Sharekhan,CIPLA.NS,847.25,847.25
401,"February 08, 2021",Buy,Aarti Industries,1335, Sharekhan,AARTIIND.NS,1191.699951171875,1191.699951171875
402,"February 08, 2021",Buy,Alicon Castalloy,500, Sharekhan,ALICON.NS,428.7999877929688,428.7999877929688
403,"February 08, 2021",Buy,Tech Mahindra,1100, Sharekhan,TECHM.NS,982.5499877929688,982.5499877929688
404,"February 08, 2021",Buy,Pidilite Industries,1915, Sharekhan,PIDILITIND.NS,1733.699951171875,1733.699951171875
405,"February 08, 2021",Buy,IndusInd Bank,1000, Sharekhan,INDUSINDBK.NS,1035.0999755859377,1035.0999755859377
406,"February 08, 2021",Buy,Hindalco Industries,305, Prabhudas Lilladher,HINDALCO.NS,278.95001220703125,278.95001220703125
407,"February 08, 2021",Buy,Kansai Nerolac Paints,653, Prabhudas Lilladher,KANSAINER.NS,587.5999755859375,587.5999755859375
408,"February 08, 2021",Buy,Exide Industries,238, Prabhudas Lilladher,EXIDEIND.NS,214.5500030517578,214.5500030517578
409,"February 08, 2021",Buy,Dr. Reddy's Laboratories,5406, Prabhudas Lilladher,DRREDDY.NS,4859.7998046875,4859.7998046875
410,"February 08, 2021",Buy,Sonata Software,503, Prabhudas Lilladher,SONATSOFTW.NS,417.3500061035156,417.3500061035156
411,"February 08, 2021",Buy,Gujarat Gas,528, Prabhudas Lilladher,GUJGASLTD.NS,435.1000061035156,435.1000061035156
412,"February 08, 2021",Buy,Dalmia Bharat,1480, Prabhudas Lilladher,DALMIASUG.NS,138.85000610351562,138.85000610351562
413,"February 08, 2021",Buy,Apar Industries,543, Prabhudas Lilladher,APARINDS.NS,378.0499877929688,378.0499877929688
414,"February 08, 2021",Buy,Container Corporation of India,561, Prabhudas Lilladher,CONCOR.NS,502.45001220703125,502.45001220703125
415,"February 08, 2021",Buy,Hindustan Petroleum Corporation,315, Prabhudas Lilladher,HINDPETRO.NS,229.5500030517578,229.5500030517578
416,"February 08, 2021",Buy,Zee Entertainment Enterprises,296, Prabhudas Lilladher,ZEEL.NS,219.75,219.75
418,"February 08, 2021",Buy,State Bank of India,445, Prabhudas Lilladher,SBIN.NS,397.0499877929688,397.0499877929688
419,"February 08, 2021",Buy,Bajaj Electricals,884, Prabhudas Lilladher,BAJAJELEC.NS,1020.3499755859376,1020.3499755859376
421,"February 05, 2021",Buy,Hindustan Unilever,2502, Prabhudas Lilladher,HINDUNILVR.NS,2269.550048828125,2269.550048828125
422,"February 05, 2021",Buy,Maruti Suzuki,8428, Prabhudas Lilladher,MARUTI.NS,7494.14990234375,7494.14990234375
423,"February 05, 2021",Buy,Bank of Baroda,82, Prabhudas Lilladher,BANKBARODA.NS,82.5,82.5
424,"February 05, 2021",Buy,Eris Lifesciences,666, Prabhudas Lilladher,ERIS.NS,577.7000122070312,577.7000122070312
426,"February 05, 2021",Buy,Lupin,1287, Prabhudas Lilladher,LUPIN.NS,1069.8499755859377,1069.8499755859377
427,"February 05, 2021",Buy,Aarti Industries,1314, Prabhudas Lilladher,AARTIIND.NS,1190.449951171875,1190.449951171875
428,"February 05, 2021",Buy,IndusInd Bank,1026, Prabhudas Lilladher,INDUSINDBK.NS,1025.0999755859377,1025.0999755859377
429,"February 05, 2021",Buy,ICICI Bank,630, Prabhudas Lilladher,ICICIBANK.NS,614.1500244140625,614.1500244140625
430,"February 05, 2021",Buy,Tech Mahindra,1138, Prabhudas Lilladher,TECHM.NS,959.4000244140624,959.4000244140624
431,"February 05, 2021",Buy,Persistent Systems,1727, Prabhudas Lilladher,PERSISTENT.NS,1700.5,1700.5
432,"February 05, 2021",Buy,Sun Pharmaceutical Industries,672, Prabhudas Lilladher,SUNPHARMA.NS,634.75,634.75
433,"February 05, 2021",Buy,Cholamandalam Investment and Finance Company,501, Prabhudas Lilladher,CHOLAFIN.NS,451.1000061035156,451.1000061035156
434,"February 05, 2021",Buy,Engineers India,115, Prabhudas Lilladher,ENGINERSIN.NS,74.3499984741211,74.3499984741211
435,"February 05, 2021",Buy,Indian Oil Corporation,124, Prabhudas Lilladher,IOC.NS,102.4000015258789,102.4000015258789
436,"February 05, 2021",Buy,Dhanuka Agritech,953, Prabhudas Lilladher,DHANUKA.NS,754.2999877929688,754.2999877929688
437,"February 05, 2021",Buy,JK Lakshmi Cement,425, Prabhudas Lilladher,JKLAKSHMI.NS,350.1000061035156,350.1000061035156
438,"February 05, 2021",Buy,NOCIL,182, Prabhudas Lilladher,NOCIL.NS,149.64999389648438,149.64999389648438
439,"February 05, 2021",Buy,Kansai Nerolac Paints,653, Prabhudas Lilladher,KANSAINER.NS,585.3499755859375,585.3499755859375
440,"February 05, 2021",Buy,JK Lakshmi Cement,470, ICICI Direct,JKLAKSHMI.NS,350.1000061035156,350.1000061035156
441,"February 05, 2021",Buy,Kansai Nerolac Paints,675, ICICI Direct,KANSAINER.NS,585.3499755859375,585.3499755859375
442,"February 05, 2021",Buy,KEC International,450, ICICI Direct,KEC.NS,408.5,408.5
443,"February 05, 2021",Buy,Kotak Mahindra Bank,2040, ICICI Direct,KOTAKBANK.NS,1982.699951171875,1982.699951171875
444,"February 05, 2021",Buy,Laurus Labs,440, ICICI Direct,LAURUSLABS.NS,341.75,341.75
445,"February 05, 2021",Buy,Lupin,1165, ICICI Direct,LUPIN.NS,1069.8499755859377,1069.8499755859377
446,"February 05, 2021",Buy,Marico,490, ICICI Direct,MARICO.NS,408.20001220703125,408.20001220703125
447,"February 05, 2021",Buy,Oberoi Realty,635, ICICI Direct,OBEROIRLTY.NS,570.7000122070312,570.7000122070312
448,"February 05, 2021",Buy,Persistent Systems,1850, ICICI Direct,PERSISTENT.NS,1700.5,1700.5
449,"February 05, 2021",Buy,Pidilite Industries,1920, ICICI Direct,PIDILITIND.NS,1728.75,1728.75
450,"February 05, 2021",Buy,Polycab India,1385, ICICI Direct,POLYCAB.NS,1285.4000244140625,1285.4000244140625
451,"February 05, 2021",Buy,Radico Khaitan,580, ICICI Direct,RADICO.NS,513.0999755859375,513.0999755859375
452,"February 05, 2021",Buy,Relaxo Footwears,950, ICICI Direct,RELAXO.NS,882.7999877929688,882.7999877929688
453,"February 05, 2021",Buy,Shree Cement,31000, ICICI Direct,SHREDIGCEM.NS,58.95000076293945,58.95000076293945
454,"February 05, 2021",Buy,Sudarshan Chemical,605, ICICI Direct,SUDARSCHEM.NS,500.3999938964844,500.3999938964844
455,"February 05, 2021",Buy,Sun Pharmaceutical Industries,675, ICICI Direct,SUNPHARMA.NS,634.75,634.75
456,"February 05, 2021",Buy,Supreme Industries,2010, ICICI Direct,SUPREMEIND.NS,1941.449951171875,1941.449951171875
458,"February 05, 2021",Buy,Tata Motors,301, ICICI Direct,TATAMTRDVR.NS,126.5,126.5
460,"February 05, 2021",Buy,Zydus Wellness,2500, ICICI Direct,ZYDUSWELL.NS,1871.449951171875,1871.449951171875
461,"February 05, 2021",Buy,United Spirits,710, ICICI Direct,MCDOWELL-N.NS,580.7000122070312,580.7000122070312
462,"February 05, 2021",Buy,United Breweries,1490, ICICI Direct,UBL.NS,1278.6500244140625,1278.6500244140625
463,"February 05, 2021",Buy,Tech Mahindra,1120, ICICI Direct,TECHM.NS,959.4000244140624,959.4000244140624
464,"February 04, 2021",Accumulate,Rallis India,321, Prabhudas Lilladher,RALLIS.NS,269.10000610351557,269.10000610351557
465,"February 04, 2021",Accumulate,Axis Bank,725, Prabhudas Lilladher,AXISBANK.NS,743.9000244140625,743.9000244140625
466,"February 04, 2021",Accumulate,Marico,440, Prabhudas Lilladher,MARICO.NS,414.0,414.0
467,"February 04, 2021",Accumulate,InterGlobe Aviation,1780, Prabhudas Lilladher,INDIGO.NS,1672.3499755859375,1672.3499755859375
468,"February 04, 2021",Accumulate,Shriram Transport Finance,1386, Prabhudas Lilladher,SRTRANSFIN.NS,1420.6500244140625,1420.6500244140625
469,"February 04, 2021",Accumulate,KEC International,402, Prabhudas Lilladher,KEC.NS,413.2999877929688,413.2999877929688
470,"February 04, 2021",Accumulate,Dabur India,550, Prabhudas Lilladher,DABUR.NS,526.0999755859375,526.0999755859375
471,"February 04, 2021",Accumulate,Manappuram Finance,193, Prabhudas Lilladher,MANAPPURAM.NS,181.4499969482422,181.4499969482422
472,"February 04, 2021",Accumulate,UPL,601, Prabhudas Lilladher,UPL.NS,548.0499877929689,548.0499877929689
473,"February 04, 2021",Accumulate,Steel Authority of India,66, Prabhudas Lilladher,SAIL.NS,64.44999694824219,64.44999694824219
475,"February 04, 2021",Accumulate,Cipla,913, Prabhudas Lilladher,CIPLA.NS,834.4500122070312,834.4500122070312
